UniProtKB:A0A6I8NTL5,SOCS2,Suppressor of cytokine signaling 2,,GO:0046935,,GO_Central,NCBITaxon:9258,IBA,PANTHER:PTN000806614|MGI:MGI:97583|RGD:621042|RGD:3329|MGI:MGI:109277,PANTHER:PTHR10155,protein,,GO_REF:0000033,20230109
UniProtKB:A0A6I8NSU4,A0A6I8NSU4,SH2 domain-containing protein,,GO:0046935,,GO_Central,NCBITaxon:9258,IBA,PANTHER:PTN000806614|MGI:MGI:97583|RGD:621042|RGD:3329|MGI:MGI:109277,PANTHER:PTHR10155,protein,,GO_REF:0000033,20230109
UniProtKB:A0A6I8NT10,CDK5R1,Cyclin dependent kinase 5 regulatory subunit 1,,GO:0061575,,GO_Central,NCBITaxon:9258,IBA,PANTHER:PTN002764373|RGD:629472|MGI:MGI:101764|FB:FBgn0027491|MGI:MGI:1330828,PANTHER:PTHR23401,protein,,GO_REF:0000033,20211011
UniProtKB:A0A6I8NSG0,HEXIM1,HEXIM P-TEFb complex subunit 1,,GO:0004861,,GO_Central,NCBITaxon:9258,IBA,PANTHER:PTN001003630|UniProtKB:O94992|UniProtKB:Q96MH2,PANTHER:PTHR13469,protein,,GO_REF:0000033,20180810
UniProtKB:A0A1U8IJY3,LOC107897485,cyclin-T1-4-like,,GO:0061575,,GO_Central,NCBITaxon:3635,IBA,PANTHER:PTN000002653|PomBase:SPBC32F12.06|WB:WBGene00009650|PomBase:SPBC530.13|WB:WBGene00000508|UniProtKB:O60563,PANTHER:PTHR10026,protein,,GO_REF:0000033,20230109
UniProtKB:A0A6I8NRS2,CCND1,Cyclin D1,,GO:0016538,,GO_Central,NCBITaxon:9258,IBA,PANTHER:PTN000019791|MGI:MGI:88313|CGD:CAL0000189817|CGD:CAL0000175354|SGD:S000000038|FB:FBgn0010317|CGD:CAL0000199358|SGD:S000002314|WB:WBGene00000865|MGI:MGI:1329034|FB:FBgn0010382|WB:WBGene00000871|SGD:S000003341|WB:WBGene00000868|UniProtKB:P14635|SGD:S000004200|SGD:S000006323|SGD:S000004812|UniProtKB:P30281|PomBase:SPBC582.03|UniProtKB:P24385|SGD:S000003340|UniProtKB:P20248|PomBase:SPAPB2B4.03|FB:FBgn0000404|PomBase:SPCC4E9.02|ZFIN:ZDB-GENE-020418-1|SGD:S000006177|SGD:S000006324|UniProtKB:P30279|CGD:CAL0000185532|FB:FBgn0000405|MGI:MGI:88316|PomBase:SPBC19F5.01c|FB:FBgn0010315,PANTHER:PTHR10177,protein,,GO_REF:0000033,20230405
UniProtKB:A0A6I8NRF1,CDKN1B,Cyclin-dependent kinase inhibitor 1B,,GO:0004861,,GO_Central,NCBITaxon:9258,IBA,PANTHER:PTN002567658|UniProtKB:P46527|MGI:MGI:104565,PANTHER:PTHR10265,protein,,GO_REF:0000033,20180925
UniProtKB:F7E882,HEXIM2,HEXIM P-TEFb complex subunit 2,,GO:0004861,,GO_Central,NCBITaxon:13616,IBA,PANTHER:PTN001003630|UniProtKB:O94992|UniProtKB:Q96MH2,PANTHER:PTHR13469,protein,,GO_REF:0000033,20180810
UniProtKB:A0A1U8IGP7,LOC107894295,cyclin-D3-1,,GO:0016538,,GO_Central,NCBITaxon:3635,IBA,PANTHER:PTN000019791|MGI:MGI:88313|CGD:CAL0000189817|CGD:CAL0000175354|SGD:S000000038|FB:FBgn0010317|CGD:CAL0000199358|SGD:S000002314|WB:WBGene00000865|MGI:MGI:1329034|FB:FBgn0010382|WB:WBGene00000871|SGD:S000003341|WB:WBGene00000868|UniProtKB:P14635|SGD:S000004200|SGD:S000006323|SGD:S000004812|UniProtKB:P30281|PomBase:SPBC582.03|UniProtKB:P24385|SGD:S000003340|UniProtKB:P20248|PomBase:SPAPB2B4.03|FB:FBgn0000404|PomBase:SPCC4E9.02|ZFIN:ZDB-GENE-020418-1|SGD:S000006177|SGD:S000006324|UniProtKB:P30279|CGD:CAL0000185532|FB:FBgn0000405|MGI:MGI:88316|PomBase:SPBC19F5.01c|FB:FBgn0010315,PANTHER:PTHR10177,protein,,GO_REF:0000033,20230405
UniProtKB:H9ERN5,SOCS6,Suppressor of cytokine signaling 6,,GO:0046935,,GO_Central,NCBITaxon:9544,IBA,PANTHER:PTN000806614|MGI:MGI:97583|RGD:621042|RGD:3329|MGI:MGI:109277,PANTHER:PTHR10155,protein,,GO_REF:0000033,20230109
UniProtKB:A0A6I8NNQ7,PRKAR2A,Protein kinase cAMP-dependent type II regulatory subunit alpha,,GO:0004862,,GO_Central,NCBITaxon:9258,IBA,PANTHER:PTN004280545|MGI:MGI:104878|UniProtKB:P13861|UniProtKB:P10644|UniProtKB:P31323|PomBase:SPAC8C9.03|SGD:S000001295|dictyBase:DDB_G0279413|UniProtKB:P31321,PANTHER:PTHR11635,protein,,GO_REF:0000033,20230905
UniProtKB:H9EQE8,PRKAG1,5'-AMP-activated protein kinase subunit gamma-1,,GO:0019887,,GO_Central,NCBITaxon:9544,IBA,PANTHER:PTN000350001|UniProtKB:Q9UGJ0|UniProtKB:Q9UGI9|SGD:S000003083|UniProtKB:P54619|RGD:3388,PANTHER:PTHR13780,protein,,GO_REF:0000033,20231109
UniProtKB:Q8LPD2,ck2beta2,Casein kinase II subunit beta,,GO:0019887,,GO_Central,NCBITaxon:4097,IBA,PANTHER:PTN000201362|FB:FBgn0053246|FB:FBgn0053247|SGD:S000005565|CGD:CAL0000197149|FB:FBgn0015300|TAIR:locus:2152002|FB:FBgn0053242|FB:FBgn0053239|FB:FBgn0053238|FB:FBgn0000259|SGD:S000002987|TAIR:locus:2081937|FB:FBgn0053236|PomBase:SPAC1851.03|FB:FBgn0053243|FB:FBgn0053237|CGD:CAL0000176259,PANTHER:PTHR11740,protein,,GO_REF:0000033,20200807
UniProtKB:A0A1U8IPM6,LOC107897393,cyclin-H1-1-like,,GO:0016538,,GO_Central,NCBITaxon:3635,IBA,PANTHER:PTN000002458|UniProtKB:O60563|FB:FBgn0022936|SGD:S000003543|PomBase:SPBC530.13|WB:WBGene00000508|SGD:S000006229|SGD:S000004970|SGD:S000004216|FB:FBgn0004597|WB:WBGene00009650|FB:FBgn0025455|PomBase:SPBP16F5.02|PomBase:SPBC32F12.06,PANTHER:PTHR10026,protein,,GO_REF:0000033,20231108
UniProtKB:A0A6I8NXT0,PRKAG3,Protein kinase AMP-activated non-catalytic subunit gamma 3,,GO:0019887,,GO_Central,NCBITaxon:9258,IBA,PANTHER:PTN000350001|UniProtKB:Q9UGJ0|UniProtKB:Q9UGI9|SGD:S000003083|UniProtKB:P54619|RGD:3388,PANTHER:PTHR13780,protein,,GO_REF:0000033,20231109
UniProtKB:A0A1U8J1E6,LOC107901070,MOB kinase activator-like 1A isoform X1,,GO:0030295,,GO_Central,NCBITaxon:3635,IBA,PANTHER:PTN000502949|SGD:S000001859|PomBase:SPBC428.13c|FB:FBgn0038965|CGD:CAL0000186024,PANTHER:PTHR22599,protein,,GO_REF:0000033,20210604
UniProtKB:A0A1U8IPE3,LOC107898930,putative cyclin-D6-1,,GO:0016538,,GO_Central,NCBITaxon:3635,IBA,PANTHER:PTN000019791|MGI:MGI:88313|CGD:CAL0000189817|CGD:CAL0000175354|SGD:S000000038|FB:FBgn0010317|CGD:CAL0000199358|SGD:S000002314|WB:WBGene00000865|MGI:MGI:1329034|FB:FBgn0010382|WB:WBGene00000871|SGD:S000003341|WB:WBGene00000868|UniProtKB:P14635|SGD:S000004200|SGD:S000006323|SGD:S000004812|UniProtKB:P30281|PomBase:SPBC582.03|UniProtKB:P24385|SGD:S000003340|UniProtKB:P20248|PomBase:SPAPB2B4.03|FB:FBgn0000404|PomBase:SPCC4E9.02|ZFIN:ZDB-GENE-020418-1|SGD:S000006177|SGD:S000006324|UniProtKB:P30279|CGD:CAL0000185532|FB:FBgn0000405|MGI:MGI:88316|PomBase:SPBC19F5.01c|FB:FBgn0010315,PANTHER:PTHR10177,protein,,GO_REF:0000033,20230405
UniProtKB:A0A6I8NXK6,A0A6I8NXK6,Uncharacterized protein,,GO:0016538,,GO_Central,NCBITaxon:9258,IBA,PANTHER:PTN000401404|SGD:S000005361|SGD:S000001113|SGD:S000001312|SGD:S000003102|SGD:S000005233|SGD:S000002338|SGD:S000003183|SGD:S000002285,PANTHER:PTHR15615,protein,,GO_REF:0000033,20200219
UniProtKB:F7A0Y8,CCNL2,Cyclin L2,,GO:0016538,,GO_Central,NCBITaxon:9796,IBA,PANTHER:PTN000002458|UniProtKB:O60563|FB:FBgn0022936|SGD:S000003543|PomBase:SPBC530.13|WB:WBGene00000508|SGD:S000006229|SGD:S000004970|SGD:S000004216|FB:FBgn0004597|WB:WBGene00009650|FB:FBgn0025455|PomBase:SPBP16F5.02|PomBase:SPBC32F12.06,PANTHER:PTHR10026,protein,,GO_REF:0000033,20231108
UniProtKB:A0A6I8N7A6,CCND2,Cyclin N-terminal domain-containing protein,,GO:0016538,,GO_Central,NCBITaxon:9258,IBA,PANTHER:PTN000019791|MGI:MGI:88313|CGD:CAL0000189817|CGD:CAL0000175354|SGD:S000000038|FB:FBgn0010317|CGD:CAL0000199358|SGD:S000002314|WB:WBGene00000865|MGI:MGI:1329034|FB:FBgn0010382|WB:WBGene00000871|SGD:S000003341|WB:WBGene00000868|UniProtKB:P14635|SGD:S000004200|SGD:S000006323|SGD:S000004812|UniProtKB:P30281|PomBase:SPBC582.03|UniProtKB:P24385|SGD:S000003340|UniProtKB:P20248|PomBase:SPAPB2B4.03|FB:FBgn0000404|PomBase:SPCC4E9.02|ZFIN:ZDB-GENE-020418-1|SGD:S000006177|SGD:S000006324|UniProtKB:P30279|CGD:CAL0000185532|FB:FBgn0000405|MGI:MGI:88316|PomBase:SPBC19F5.01c|FB:FBgn0010315,PANTHER:PTHR10177,protein,,GO_REF:0000033,20230405
UniProtKB:A0A6I8N704,CCNJL,Cyclin J like,,GO:0016538,,GO_Central,NCBITaxon:9258,IBA,PANTHER:PTN000019791|MGI:MGI:88313|CGD:CAL0000189817|CGD:CAL0000175354|SGD:S000000038|FB:FBgn0010317|CGD:CAL0000199358|SGD:S000002314|WB:WBGene00000865|MGI:MGI:1329034|FB:FBgn0010382|WB:WBGene00000871|SGD:S000003341|WB:WBGene00000868|UniProtKB:P14635|SGD:S000004200|SGD:S000006323|SGD:S000004812|UniProtKB:P30281|PomBase:SPBC582.03|UniProtKB:P24385|SGD:S000003340|UniProtKB:P20248|PomBase:SPAPB2B4.03|FB:FBgn0000404|PomBase:SPCC4E9.02|ZFIN:ZDB-GENE-020418-1|SGD:S000006177|SGD:S000006324|UniProtKB:P30279|CGD:CAL0000185532|FB:FBgn0000405|MGI:MGI:88316|PomBase:SPBC19F5.01c|FB:FBgn0010315,PANTHER:PTHR10177,protein,,GO_REF:0000033,20230405
UniProtKB:A0A6I8N6M5,PIK3R5,Phosphoinositide-3-kinase regulatory subunit 5,,GO:0046935,,GO_Central,NCBITaxon:9258,IBA,PANTHER:PTN001436768|RGD:1563261|UniProtKB:O02696|MGI:MGI:2144613,PANTHER:PTHR15593,protein,,GO_REF:0000033,20231109
UniProtKB:A0A6I8N6C8,ANKRD54,Ankyrin repeat domain 54,,GO:0019887,,GO_Central,NCBITaxon:9258,IBA,PANTHER:PTN001195961|MGI:MGI:2444209,PANTHER:PTHR24197,protein,,GO_REF:0000033,20181205
UniProtKB:A0A6I8N5I0,INKA1,Inka box actin regulator 1,,GO:0030291,,GO_Central,NCBITaxon:9258,IBA,PANTHER:PTN002007110|UniProtKB:Q96EL1,PANTHER:PTHR28615,protein,,GO_REF:0000033,20190222
UniProtKB:A0A1U8HKI0,LOC107886963,cyclin-D2-1-like,,GO:0016538,,GO_Central,NCBITaxon:3635,IBA,PANTHER:PTN000019791|MGI:MGI:88313|CGD:CAL0000189817|CGD:CAL0000175354|SGD:S000000038|FB:FBgn0010317|CGD:CAL0000199358|SGD:S000002314|WB:WBGene00000865|MGI:MGI:1329034|FB:FBgn0010382|WB:WBGene00000871|SGD:S000003341|WB:WBGene00000868|UniProtKB:P14635|SGD:S000004200|SGD:S000006323|SGD:S000004812|UniProtKB:P30281|PomBase:SPBC582.03|UniProtKB:P24385|SGD:S000003340|UniProtKB:P20248|PomBase:SPAPB2B4.03|FB:FBgn0000404|PomBase:SPCC4E9.02|ZFIN:ZDB-GENE-020418-1|SGD:S000006177|SGD:S000006324|UniProtKB:P30279|CGD:CAL0000185532|FB:FBgn0000405|MGI:MGI:88316|PomBase:SPBC19F5.01c|FB:FBgn0010315,PANTHER:PTHR10177,protein,,GO_REF:0000033,20230405
UniProtKB:A0A1U8IB56,LOC107894694,cyclin-H1-1-like,,GO:0016538,,GO_Central,NCBITaxon:3635,IBA,PANTHER:PTN000002458|UniProtKB:O60563|FB:FBgn0022936|SGD:S000003543|PomBase:SPBC530.13|WB:WBGene00000508|SGD:S000006229|SGD:S000004970|SGD:S000004216|FB:FBgn0004597|WB:WBGene00009650|FB:FBgn0025455|PomBase:SPBP16F5.02|PomBase:SPBC32F12.06,PANTHER:PTHR10026,protein,,GO_REF:0000033,20231108
UniProtKB:A0A6I8NIP7,A0A6I8NIP7,DUF727 domain-containing protein,,GO:0019207,,GO_Central,NCBITaxon:9258,IBA,PANTHER:PTN001393826|UniProtKB:Q9P0R6,PANTHER:PTHR12490,protein,,GO_REF:0000033,20200221
UniProtKB:A0A1U8IA01,LOC107892523,eIF-2-alpha kinase activator GCN1-like,,GO:0019887,,GO_Central,NCBITaxon:3635,IBA,PANTHER:PTN000597928|SGD:S000003163|MGI:MGI:2444248|PomBase:SPAC18G6.05c,PANTHER:PTHR23346,protein,,GO_REF:0000033,20231109
UniProtKB:A0A6I8NGU7,SOCS1,Suppressor of cytokine signaling 1,,GO:0046935,,GO_Central,NCBITaxon:9258,IBA,PANTHER:PTN000806614|MGI:MGI:97583|RGD:621042|RGD:3329|MGI:MGI:109277,PANTHER:PTHR10155,protein,,GO_REF:0000033,20230109
UniProtKB:A0A6I8NGI6,GPRC5B,G protein-coupled receptor class C group 5 member B,,GO:0030295,,GO_Central,NCBITaxon:9258,IBA,PANTHER:PTN001025902|UniProtKB:Q9NZH0,PANTHER:PTHR14511,protein,,GO_REF:0000033,20180503
UniProtKB:Q56K14,RPLP1,60S acidic ribosomal protein P1,,GO:0030295,,GO_Central,NCBITaxon:9913,IBA,PANTHER:PTN000474938|SGD:S000002239,PANTHER:PTHR45696,protein,,GO_REF:0000033,20180420
UniProtKB:A0A6I8NG21,A0A6I8NG21,Uncharacterized protein,,GO:0004862,,GO_Central,NCBITaxon:9258,IBA,PANTHER:PTN000395870|RGD:628775|MGI:MGI:101937|UniProtKB:P61925|MGI:MGI:1343086|MGI:MGI:104747,PANTHER:PTHR15416,protein,,GO_REF:0000033,20170228
UniProtKB:A0A6I8NFQ0,SOCS6,Suppressor of cytokine signaling 6,,GO:0046935,,GO_Central,NCBITaxon:9258,IBA,PANTHER:PTN000806614|MGI:MGI:97583|RGD:621042|RGD:3329|MGI:MGI:109277,PANTHER:PTHR10155,protein,,GO_REF:0000033,20230109
UniProtKB:A0A6I8NFC8,CAMK2N2,Calcium/calmodulin dependent protein kinase II inhibitor 2,,GO:0008427,,GO_Central,NCBITaxon:9258,IBA,PANTHER:PTN001256416|RGD:708430|MGI:MGI:1920297|RGD:708411,PANTHER:PTHR31007,protein,,GO_REF:0000033,20211217
UniProtKB:R4GBH0,LOC103281021,Uncharacterized protein,,GO:0030295,,GO_Central,NCBITaxon:28377,IBA,PANTHER:PTN000405889|UniProtKB:Q9H4X1,PANTHER:PTHR32193,protein,,GO_REF:0000033,20170228
WB:WBGene00032199,hen-1,Protein CBR-HEN-1,,GO:0030297,,GO_Central,NCBITaxon:6238,IBA,PANTHER:PTN000473686|FB:FBgn0086677,PANTHER:PTHR21105,protein,,GO_REF:0000033,20170908
WB:WBGene00032105,CBG10838,Protein CBG10838,,GO:0030297,,GO_Central,NCBITaxon:6238,IBA,PANTHER:PTN000473686|FB:FBgn0086677,PANTHER:PTHR21105,protein,,GO_REF:0000033,20170908
UniProtKB:A0A6I8NEJ0,CAB39,Calcium binding protein 39,,GO:0043539,,GO_Central,NCBITaxon:9258,IBA,PANTHER:PTN000021458|PomBase:SPAC1834.06c|UniProtKB:Q9Y376,PANTHER:PTHR10182,protein,,GO_REF:0000033,20220413
UniProtKB:C5WRG0,SORBI_3001G294200,Casein kinase II subunit beta,,GO:0019887,,GO_Central,NCBITaxon:4558,IBA,PANTHER:PTN000201362|FB:FBgn0053246|FB:FBgn0053247|SGD:S000005565|CGD:CAL0000197149|FB:FBgn0015300|TAIR:locus:2152002|FB:FBgn0053242|FB:FBgn0053239|FB:FBgn0053238|FB:FBgn0000259|SGD:S000002987|TAIR:locus:2081937|FB:FBgn0053236|PomBase:SPAC1851.03|FB:FBgn0053243|FB:FBgn0053237|CGD:CAL0000176259,PANTHER:PTHR11740,protein,,GO_REF:0000033,20200807
WB:WBGene00032086,aap-1,Protein CBR-AAP-1,,GO:0046935,,GO_Central,NCBITaxon:6238,IBA,PANTHER:PTN000806614|MGI:MGI:97583|RGD:621042|RGD:3329|MGI:MGI:109277,PANTHER:PTHR10155,protein,,GO_REF:0000033,20230109
UniProtKB:A0A286ZUR7,ALKAL2,ALK and LTK ligand 2,,GO:0030298,,GO_Central,NCBITaxon:9823,IBA,PANTHER:PTN002010604|UniProtKB:Q6UX46|UniProtKB:Q6UXT8|ZFIN:ZDB-GENE-110411-243|ZFIN:ZDB-GENE-111115-2,PANTHER:PTHR28676,protein,,GO_REF:0000033,20231109
UniProtKB:A0A286ZTV8,MOB3A,MOB kinase activator 3A,,GO:0030295,,GO_Central,NCBITaxon:9823,IBA,PANTHER:PTN000502949|SGD:S000001859|PomBase:SPBC428.13c|FB:FBgn0038965|CGD:CAL0000186024,PANTHER:PTHR22599,protein,,GO_REF:0000033,20210604
UniProtKB:K3Y1Q0,K3Y1Q0,Cyclin N-terminal domain-containing protein,,GO:0016538,,GO_Central,NCBITaxon:4555,IBA,PANTHER:PTN000019791|MGI:MGI:88313|CGD:CAL0000189817|CGD:CAL0000175354|SGD:S000000038|FB:FBgn0010317|CGD:CAL0000199358|SGD:S000002314|WB:WBGene00000865|MGI:MGI:1329034|FB:FBgn0010382|WB:WBGene00000871|SGD:S000003341|WB:WBGene00000868|UniProtKB:P14635|SGD:S000004200|SGD:S000006323|SGD:S000004812|UniProtKB:P30281|PomBase:SPBC582.03|UniProtKB:P24385|SGD:S000003340|UniProtKB:P20248|PomBase:SPAPB2B4.03|FB:FBgn0000404|PomBase:SPCC4E9.02|ZFIN:ZDB-GENE-020418-1|SGD:S000006177|SGD:S000006324|UniProtKB:P30279|CGD:CAL0000185532|FB:FBgn0000405|MGI:MGI:88316|PomBase:SPBC19F5.01c|FB:FBgn0010315,PANTHER:PTHR10177,protein,,GO_REF:0000033,20230405
UniProtKB:A0A286ZR76,PIK3R5,Phosphoinositide 3-kinase regulatory subunit 5,,GO:0046935,,GO_Central,NCBITaxon:9823,IBA,PANTHER:PTN001436768|RGD:1563261|UniProtKB:O02696|MGI:MGI:2144613,PANTHER:PTHR15593,protein,,GO_REF:0000033,20231109
UniProtKB:A0A1U8GUX7,T459_16985,Casein kinase II subunit beta,,GO:0019887,,GO_Central,NCBITaxon:4072,IBA,PANTHER:PTN000201362|FB:FBgn0053246|FB:FBgn0053247|SGD:S000005565|CGD:CAL0000197149|FB:FBgn0015300|TAIR:locus:2152002|FB:FBgn0053242|FB:FBgn0053239|FB:FBgn0053238|FB:FBgn0000259|SGD:S000002987|TAIR:locus:2081937|FB:FBgn0053236|PomBase:SPAC1851.03|FB:FBgn0053243|FB:FBgn0053237|CGD:CAL0000176259,PANTHER:PTHR11740,protein,,GO_REF:0000033,20200807
UniProtKB:K3XWT9,101754069,TPX2_importin domain-containing protein,,GO:0030295,,GO_Central,NCBITaxon:4555,IBA,PANTHER:PTN001801323|TAIR:locus:2118076|TAIR:locus:2182845|TAIR:locus:2127203|TAIR:locus:2167963,PANTHER:PTHR14326,protein,,GO_REF:0000033,20200618
UniProtKB:A0A286ZKM2,CCNY,Cyclin Y,,GO:0061575,,GO_Central,NCBITaxon:9823,IBA,PANTHER:PTN001285301|FB:FBgn0032378,PANTHER:PTHR14248,protein,,GO_REF:0000033,20210602
UniProtKB:A0A1U8GPK2,T459_14924,CYCLIN domain-containing protein,,GO:0016538,,GO_Central,NCBITaxon:4072,IBA,PANTHER:PTN000019791|MGI:MGI:88313|CGD:CAL0000189817|CGD:CAL0000175354|SGD:S000000038|FB:FBgn0010317|CGD:CAL0000199358|SGD:S000002314|WB:WBGene00000865|MGI:MGI:1329034|FB:FBgn0010382|WB:WBGene00000871|SGD:S000003341|WB:WBGene00000868|UniProtKB:P14635|SGD:S000004200|SGD:S000006323|SGD:S000004812|UniProtKB:P30281|PomBase:SPBC582.03|UniProtKB:P24385|SGD:S000003340|UniProtKB:P20248|PomBase:SPAPB2B4.03|FB:FBgn0000404|PomBase:SPCC4E9.02|ZFIN:ZDB-GENE-020418-1|SGD:S000006177|SGD:S000006324|UniProtKB:P30279|CGD:CAL0000185532|FB:FBgn0000405|MGI:MGI:88316|PomBase:SPBC19F5.01c|FB:FBgn0010315,PANTHER:PTHR10177,protein,,GO_REF:0000033,20230405
UniProtKB:A0A286ZHX0,A0A286ZHX0,Cyclin-dependent kinases regulatory subunit,,GO:0061575,,GO_Central,NCBITaxon:9823,IBA,PANTHER:PTN000602176|PomBase:SPBC1734.14c,PANTHER:PTHR23415,protein,,GO_REF:0000033,20170228
UniProtKB:A0BDW7,GSPATT00027764001,Uncharacterized protein,,GO:0030295,,GO_Central,NCBITaxon:5888,IBA,PANTHER:PTN000474938|SGD:S000002239,PANTHER:PTHR45696,protein,,GO_REF:0000033,20180420
UniProtKB:A0BEU4,GSPATT00028094001,Uncharacterized protein,,GO:0004862,,GO_Central,NCBITaxon:5888,IBA,PANTHER:PTN004280545|MGI:MGI:104878|UniProtKB:P13861|UniProtKB:P10644|UniProtKB:P31323|PomBase:SPAC8C9.03|SGD:S000001295|dictyBase:DDB_G0279413|UniProtKB:P31321,PANTHER:PTHR11635,protein,,GO_REF:0000033,20230905
